a=1: 0 primes so far, density 0.0000  [0s]
a=3465: 53 primes so far, density 1.1628  [0s]
a=3696: 53 primes so far, density 1.1628  [0s]
a=3960: 53 primes so far, density 1.1628  [0s]
a=4620: 54 primes so far, density 1.1630  [0s]
a=5040: 54 primes so far, density 1.1630  [0s]
a=5544: 54 primes so far, density 1.1630  [0s]
a=6160: 54 primes so far, density 1.1630  [0s]
a=6930: 54 primes so far, density 1.1630  [0s]
a=7920: 54 primes so far, density 1.1630  [0s]
a=9240: 55 primes so far, density 1.1630  [0s]
a=11088: 55 primes so far, density 1.1630  [0s]
a=13860: 55 primes so far, density 1.1630  [0s]
a=18480: 55 primes so far, density 1.1630  [0s]
a=27720: 55 primes so far, density 1.1630  [0s]
a=55440: 55 primes so far, density 1.1630  [0s]
N=55440: 55 primes, density 1.1630; largest prime 332641 (19 bits)
