a=1: 0 primes so far, density 0.0000  [0s]
a=385: 66 primes so far, density 1.2646  [0s]
a=390: 66 primes so far, density 1.2646  [0s]
a=396: 66 primes so far, density 1.2646  [0s]
a=416: 66 primes so far, density 1.2646  [0s]
a=420: 67 primes so far, density 1.2670  [0s]
a=429: 67 primes so far, density 1.2670  [0s]
a=432: 67 primes so far, density 1.2670  [0s]
a=440: 67 primes so far, density 1.2670  [0s]
a=455: 67 primes so far, density 1.2670  [0s]
a=462: 67 primes so far, density 1.2670  [0s]
a=468: 68 primes so far, density 1.2673  [0s]
a=480: 68 primes so far, density 1.2673  [0s]
a=495: 69 primes so far, density 1.2683  [0s]
a=504: 70 primes so far, density 1.2703  [0s]
a=520: 70 primes so far, density 1.2703  [0s]
a=528: 70 primes so far, density 1.2703  [0s]
a=540: 72 primes so far, density 1.2723  [0s]
a=546: 73 primes so far, density 1.2741  [0s]
a=560: 73 primes so far, density 1.2741  [0s]
a=572: 74 primes so far, density 1.2741  [0s]
a=585: 74 primes so far, density 1.2741  [0s]
a=594: 75 primes so far, density 1.2750  [0s]
a=616: 75 primes so far, density 1.2750  [0s]
a=624: 75 primes so far, density 1.2750  [0s]
a=630: 75 primes so far, density 1.2750  [0s]
a=660: 77 primes so far, density 1.2766  [0s]
a=672: 77 primes so far, density 1.2766  [0s]
a=693: 77 primes so far, density 1.2766  [0s]
a=702: 77 primes so far, density 1.2766  [0s]
a=715: 77 primes so far, density 1.2766  [0s]
a=720: 77 primes so far, density 1.2766  [0s]
a=728: 77 primes so far, density 1.2766  [0s]
a=756: 78 primes so far, density 1.2779  [0s]
a=770: 78 primes so far, density 1.2779  [0s]
a=780: 79 primes so far, density 1.2792  [0s]
a=792: 79 primes so far, density 1.2792  [0s]
a=819: 79 primes so far, density 1.2792  [0s]
a=840: 79 primes so far, density 1.2792  [0s]
a=858: 80 primes so far, density 1.2804  [0s]
a=864: 80 primes so far, density 1.2804  [0s]
a=880: 81 primes so far, density 1.2804  [0s]
a=910: 82 primes so far, density 1.2804  [0s]
a=924: 82 primes so far, density 1.2804  [0s]
a=936: 83 primes so far, density 1.2815  [0s]
a=945: 83 primes so far, density 1.2815  [0s]
a=990: 83 primes so far, density 1.2815  [0s]
a=1001: 84 primes so far, density 1.2817  [0s]
a=1008: 84 primes so far, density 1.2817  [0s]
a=1040: 85 primes so far, density 1.2822  [0s]
a=1056: 85 primes so far, density 1.2822  [0s]
a=1080: 86 primes so far, density 1.2831  [0s]
a=1092: 86 primes so far, density 1.2831  [0s]
a=1120: 86 primes so far, density 1.2831  [0s]
a=1144: 86 primes so far, density 1.2831  [0s]
a=1155: 87 primes so far, density 1.2835  [0s]
a=1170: 89 primes so far, density 1.2844  [0s]
a=1188: 90 primes so far, density 1.2853  [0s]
a=1232: 91 primes so far, density 1.2854  [0s]
a=1248: 91 primes so far, density 1.2854  [0s]
a=1260: 92 primes so far, density 1.2862  [0s]
a=1287: 92 primes so far, density 1.2862  [0s]
a=1320: 92 primes so far, density 1.2862  [0s]
a=1365: 92 primes so far, density 1.2862  [0s]
a=1386: 92 primes so far, density 1.2862  [0s]
a=1404: 93 primes so far, density 1.2863  [0s]
a=1430: 93 primes so far, density 1.2863  [0s]
a=1440: 94 primes so far, density 1.2863  [0s]
a=1456: 94 primes so far, density 1.2863  [0s]
a=1485: 94 primes so far, density 1.2863  [0s]
a=1512: 94 primes so far, density 1.2863  [0s]
a=1540: 94 primes so far, density 1.2863  [0s]
a=1560: 94 primes so far, density 1.2863  [0s]
a=1584: 95 primes so far, density 1.2870  [0s]
a=1638: 95 primes so far, density 1.2870  [0s]
a=1680: 96 primes so far, density 1.2875  [0s]
a=1716: 97 primes so far, density 1.2881  [0s]
a=1755: 98 primes so far, density 1.2884  [0s]
a=1760: 98 primes so far, density 1.2884  [0s]
a=1820: 98 primes so far, density 1.2884  [0s]
a=1848: 99 primes so far, density 1.2890  [0s]
a=1872: 99 primes so far, density 1.2890  [0s]
a=1890: 99 primes so far, density 1.2890  [0s]
a=1980: 99 primes so far, density 1.2890  [0s]
a=2002: 99 primes so far, density 1.2890  [0s]
a=2016: 99 primes so far, density 1.2890  [0s]
a=2079: 101 primes so far, density 1.2897  [0s]
a=2080: 101 primes so far, density 1.2897  [0s]
a=2145: 101 primes so far, density 1.2897  [0s]
a=2160: 101 primes so far, density 1.2897  [0s]
a=2184: 102 primes so far, density 1.2898  [0s]
a=2288: 102 primes so far, density 1.2898  [0s]
a=2310: 104 primes so far, density 1.2904  [0s]
a=2340: 104 primes so far, density 1.2904  [0s]
a=2376: 104 primes so far, density 1.2904  [0s]
a=2457: 104 primes so far, density 1.2904  [0s]
a=2464: 104 primes so far, density 1.2904  [0s]
a=2520: 104 primes so far, density 1.2904  [0s]
a=2574: 105 primes so far, density 1.2905  [0s]
a=2640: 106 primes so far, density 1.2909  [0s]
a=2730: 106 primes so far, density 1.2909  [0s]
a=2772: 106 primes so far, density 1.2909  [0s]
a=2808: 106 primes so far, density 1.2909  [0s]
a=2860: 107 primes so far, density 1.2912  [0s]
a=2912: 107 primes so far, density 1.2912  [0s]
a=2970: 107 primes so far, density 1.2912  [0s]
a=3003: 107 primes so far, density 1.2912  [0s]
a=3024: 108 primes so far, density 1.2913  [0s]
a=3080: 108 primes so far, density 1.2913  [0s]
a=3120: 108 primes so far, density 1.2913  [0s]
a=3168: 108 primes so far, density 1.2913  [0s]
a=3276: 108 primes so far, density 1.2913  [0s]
a=3360: 108 primes so far, density 1.2913  [0s]
a=3432: 109 primes so far, density 1.2915  [0s]
a=3465: 109 primes so far, density 1.2915  [0s]
a=3510: 109 primes so far, density 1.2915  [0s]
a=3640: 109 primes so far, density 1.2915  [0s]
a=3696: 109 primes so far, density 1.2915  [0s]
a=3744: 109 primes so far, density 1.2915  [0s]
a=3780: 110 primes so far, density 1.2918  [0s]
a=3861: 110 primes so far, density 1.2918  [0s]
a=3960: 110 primes so far, density 1.2918  [0s]
a=4004: 111 primes so far, density 1.2919  [0s]
a=4095: 111 primes so far, density 1.2919  [0s]
a=4158: 111 primes so far, density 1.2919  [0s]
a=4290: 111 primes so far, density 1.2919  [0s]
a=4320: 112 primes so far, density 1.2922  [0s]
a=4368: 113 primes so far, density 1.2924  [0s]
a=4576: 113 primes so far, density 1.2924  [0s]
a=4620: 114 primes so far, density 1.2926  [0s]
a=4680: 114 primes so far, density 1.2926  [0s]
a=4752: 114 primes so far, density 1.2926  [0s]
a=4914: 114 primes so far, density 1.2926  [0s]
a=5005: 114 primes so far, density 1.2926  [0s]
a=5040: 114 primes so far, density 1.2926  [0s]
a=5148: 114 primes so far, density 1.2926  [0s]
a=5280: 114 primes so far, density 1.2926  [0s]
a=5460: 114 primes so far, density 1.2926  [0s]
a=5544: 114 primes so far, density 1.2926  [0s]
a=5616: 114 primes so far, density 1.2926  [0s]
a=5720: 114 primes so far, density 1.2926  [0s]
a=5940: 114 primes so far, density 1.2926  [0s]
a=6006: 114 primes so far, density 1.2926  [0s]
a=6048: 115 primes so far, density 1.2928  [0s]
a=6160: 115 primes so far, density 1.2928  [0s]
a=6240: 115 primes so far, density 1.2928  [0s]
a=6435: 116 primes so far, density 1.2929  [0s]
a=6552: 116 primes so far, density 1.2929  [0s]
a=6864: 118 primes so far, density 1.2931  [0s]
a=6930: 118 primes so far, density 1.2931  [0s]
a=7020: 118 primes so far, density 1.2931  [0s]
a=7280: 119 primes so far, density 1.2931  [0s]
a=7392: 119 primes so far, density 1.2931  [0s]
a=7560: 119 primes so far, density 1.2931  [0s]
a=7722: 119 primes so far, density 1.2931  [0s]
a=7920: 119 primes so far, density 1.2931  [0s]
a=8008: 120 primes so far, density 1.2932  [0s]
a=8190: 121 primes so far, density 1.2933  [0s]
a=8316: 121 primes so far, density 1.2933  [0s]
a=8580: 121 primes so far, density 1.2933  [0s]
a=8736: 121 primes so far, density 1.2933  [0s]
a=9009: 121 primes so far, density 1.2933  [0s]
a=9240: 121 primes so far, density 1.2933  [0s]
a=9360: 121 primes so far, density 1.2933  [0s]
a=9504: 122 primes so far, density 1.2934  [0s]
a=9828: 122 primes so far, density 1.2934  [0s]
a=10010: 122 primes so far, density 1.2934  [0s]
a=10080: 123 primes so far, density 1.2935  [0s]
a=10296: 123 primes so far, density 1.2935  [0s]
a=10395: 123 primes so far, density 1.2935  [0s]
a=10920: 124 primes so far, density 1.2935  [0s]
a=11088: 124 primes so far, density 1.2935  [0s]
a=11232: 124 primes so far, density 1.2935  [0s]
a=11440: 124 primes so far, density 1.2935  [0s]
a=11880: 124 primes so far, density 1.2935  [0s]
a=12012: 124 primes so far, density 1.2935  [0s]
a=12285: 124 primes so far, density 1.2935  [0s]
a=12320: 124 primes so far, density 1.2935  [0s]
a=12870: 124 primes so far, density 1.2935  [0s]
a=13104: 124 primes so far, density 1.2935  [0s]
a=13728: 124 primes so far, density 1.2935  [0s]
a=13860: 124 primes so far, density 1.2935  [0s]
a=14040: 125 primes so far, density 1.2936  [0s]
a=14560: 125 primes so far, density 1.2936  [0s]
a=15015: 125 primes so far, density 1.2936  [0s]
a=15120: 125 primes so far, density 1.2936  [0s]
a=15444: 125 primes so far, density 1.2936  [0s]
a=15840: 125 primes so far, density 1.2936  [0s]
a=16016: 125 primes so far, density 1.2936  [0s]
a=16380: 126 primes so far, density 1.2937  [0s]
a=16632: 126 primes so far, density 1.2937  [0s]
a=17160: 126 primes so far, density 1.2937  [0s]
a=18018: 126 primes so far, density 1.2937  [0s]
a=18480: 126 primes so far, density 1.2937  [0s]
a=18720: 126 primes so far, density 1.2937  [0s]
a=19305: 126 primes so far, density 1.2937  [0s]
a=19656: 127 primes so far, density 1.2937  [1s]
N=4324320: 127 primes, density 1.2937; largest prime 270271 (19 bits)
